bin_left,bin_right,count
0.0,11.782051282051283,2522
11.782051282051283,23.564102564102566,2288
23.564102564102566,35.34615384615385,1774
35.34615384615385,47.12820512820513,1764
47.12820512820513,58.910256410256416,1530
58.910256410256416,70.6923076923077,1595
70.6923076923077,82.47435897435898,1443
82.47435897435898,94.25641025641026,1340
94.25641025641026,106.03846153846155,1316
106.03846153846155,117.82051282051283,1056
117.82051282051283,129.60256410256412,1064
129.60256410256412,141.3846153846154,1011
141.3846153846154,153.16666666666669,880
153.16666666666669,164.94871794871796,753
164.94871794871796,176.73076923076925,751
176.73076923076925,188.51282051282053,709
188.51282051282053,200.2948717948718,581
200.2948717948718,212.0769230769231,567
212.0769230769231,223.85897435897436,452
223.85897435897436,235.64102564102566,465
235.64102564102566,247.42307692307693,445
247.42307692307693,259.20512820512823,384
259.20512820512823,270.9871794871795,351
270.9871794871795,282.7692307692308,302
282.7692307692308,294.55128205128204,297
294.55128205128204,306.33333333333337,283
306.33333333333337,318.11538461538464,273
318.11538461538464,329.8974358974359,224
329.8974358974359,341.6794871794872,212
341.6794871794872,353.4615384615385,206
353.4615384615385,365.2435897435898,214
365.2435897435898,377.02564102564105,185
377.02564102564105,388.8076923076923,138
388.8076923076923,400.5897435897436,139
400.5897435897436,412.3717948717949,140
412.3717948717949,424.1538461538462,116
424.1538461538462,435.93589743589746,100
435.93589743589746,447.71794871794873,105
447.71794871794873,459.50000000000006,108
459.50000000000006,471.2820512820513,100
471.2820512820513,483.0641025641026,95
483.0641025641026,494.84615384615387,81
494.84615384615387,506.62820512820514,82
506.62820512820514,518.4102564102565,83
518.4102564102565,530.1923076923077,73
530.1923076923077,541.974358974359,70
541.974358974359,553.7564102564103,66
553.7564102564103,565.5384615384615,56
565.5384615384615,577.3205128205128,37
577.3205128205128,589.1025641025641,58
589.1025641025641,600.8846153846155,53
600.8846153846155,612.6666666666667,48
612.6666666666667,624.448717948718,51
624.448717948718,636.2307692307693,38
636.2307692307693,648.0128205128206,48
648.0128205128206,659.7948717948718,32
659.7948717948718,671.5769230769231,30
671.5769230769231,683.3589743589744,38
683.3589743589744,695.1410256410256,34
695.1410256410256,706.923076923077,37
706.923076923077,718.7051282051283,26
718.7051282051283,730.4871794871796,23
730.4871794871796,742.2692307692308,18
742.2692307692308,754.0512820512821,29
754.0512820512821,765.8333333333334,33
765.8333333333334,777.6153846153846,17
777.6153846153846,789.3974358974359,20
789.3974358974359,801.1794871794872,20
801.1794871794872,812.9615384615386,13
812.9615384615386,824.7435897435898,17
824.7435897435898,836.5256410256411,13
836.5256410256411,848.3076923076924,14
848.3076923076924,860.0897435897436,14
860.0897435897436,871.8717948717949,19
871.8717948717949,883.6538461538462,15
883.6538461538462,895.4358974358975,16
895.4358974358975,907.2179487179487,14
907.2179487179487,919.0000000000001,6
919.0000000000001,930.7820512820514,18
930.7820512820514,942.5641025641027,14
942.5641025641027,954.3461538461539,12
954.3461538461539,966.1282051282052,6
966.1282051282052,977.9102564102565,14
977.9102564102565,989.6923076923077,22
989.6923076923077,1001.474358974359,13
1001.474358974359,1013.2564102564103,6
1013.2564102564103,1025.0384615384617,2
1025.0384615384617,1036.820512820513,7
1036.820512820513,1048.6025641025642,5
1048.6025641025642,1060.3846153846155,10
1060.3846153846155,1072.1666666666667,6
1072.1666666666667,1083.948717948718,5
1083.948717948718,1095.7307692307693,5
1095.7307692307693,1107.5128205128206,8
1107.5128205128206,1119.2948717948718,5
1119.2948717948718,1131.076923076923,5
1131.076923076923,1142.8589743589744,9
1142.8589743589744,1154.6410256410256,9
1154.6410256410256,1166.423076923077,10
1166.423076923077,1178.2051282051282,5
1178.2051282051282,1189.9871794871797,5
1189.9871794871797,1201.769230769231,4
1201.769230769231,1213.5512820512822,4
1213.5512820512822,1225.3333333333335,3
1225.3333333333335,1237.1153846153848,7
1237.1153846153848,1248.897435897436,4
1248.897435897436,1260.6794871794873,4
1260.6794871794873,1272.4615384615386,6
1272.4615384615386,1284.2435897435898,3
1284.2435897435898,1296.025641025641,5
1296.025641025641,1307.8076923076924,6
1307.8076923076924,1319.5897435897436,6
1319.5897435897436,1331.371794871795,3
1331.371794871795,1343.1538461538462,0
1343.1538461538462,1354.9358974358975,3
1354.9358974358975,1366.7179487179487,2
1366.7179487179487,1378.5,2
1378.5,1390.2820512820513,8
1390.2820512820513,1402.0641025641028,1
1402.0641025641028,1413.846153846154,4
1413.846153846154,1425.6282051282053,5
1425.6282051282053,1437.4102564102566,2
1437.4102564102566,1449.1923076923078,4
1449.1923076923078,1460.9743589743591,4
1460.9743589743591,1472.7564102564104,3
1472.7564102564104,1484.5384615384617,1
1484.5384615384617,1496.320512820513,1
1496.320512820513,1508.1025641025642,4
1508.1025641025642,1519.8846153846155,3
1519.8846153846155,1531.6666666666667,2
1531.6666666666667,1543.448717948718,2
1543.448717948718,1555.2307692307693,0
1555.2307692307693,1567.0128205128206,0
1567.0128205128206,1578.7948717948718,1
1578.7948717948718,1590.576923076923,3
1590.576923076923,1602.3589743589744,4
1602.3589743589744,1614.1410256410256,1
1614.1410256410256,1625.9230769230771,1
1625.9230769230771,1637.7051282051284,2
1637.7051282051284,1649.4871794871797,3
1649.4871794871797,1661.269230769231,2
1661.269230769231,1673.0512820512822,0
1673.0512820512822,1684.8333333333335,0
1684.8333333333335,1696.6153846153848,0
1696.6153846153848,1708.397435897436,1
1708.397435897436,1720.1794871794873,1
1720.1794871794873,1731.9615384615386,1
1731.9615384615386,1743.7435897435898,1
1743.7435897435898,1755.525641025641,0
1755.525641025641,1767.3076923076924,1
1767.3076923076924,1779.0897435897436,0
1779.0897435897436,1790.871794871795,1
1790.871794871795,1802.6538461538462,2
1802.6538461538462,1814.4358974358975,0
1814.4358974358975,1826.2179487179487,2
1826.2179487179487,1838.0000000000002,1
1838.0000000000002,1849.7820512820515,1
1849.7820512820515,1861.5641025641028,1
1861.5641025641028,1873.346153846154,1
1873.346153846154,1885.1282051282053,1
1885.1282051282053,1896.9102564102566,1
1896.9102564102566,1908.6923076923078,0
1908.6923076923078,1920.4743589743591,2
1920.4743589743591,1932.2564102564104,0
1932.2564102564104,1944.0384615384617,1
1944.0384615384617,1955.820512820513,1
1955.820512820513,1967.6025641025642,1
1967.6025641025642,1979.3846153846155,1
1979.3846153846155,1991.1666666666667,0
1991.1666666666667,2002.948717948718,2
2002.948717948718,2014.7307692307693,1
2014.7307692307693,2026.5128205128206,0
2026.5128205128206,2038.2948717948718,2
2038.2948717948718,2050.0769230769233,2
2050.0769230769233,2061.8589743589746,0
2061.8589743589746,2073.641025641026,0
2073.641025641026,2085.423076923077,0
2085.423076923077,2097.2051282051284,2
2097.2051282051284,2108.9871794871797,1
2108.9871794871797,2120.769230769231,0
2120.769230769231,2132.551282051282,1
2132.551282051282,2144.3333333333335,0
2144.3333333333335,2156.1153846153848,0
2156.1153846153848,2167.897435897436,0
2167.897435897436,2179.6794871794873,0
2179.6794871794873,2191.4615384615386,0
2191.4615384615386,2203.24358974359,0
2203.24358974359,2215.025641025641,1
2215.025641025641,2226.8076923076924,1
2226.8076923076924,2238.5897435897436,0
2238.5897435897436,2250.371794871795,1
2250.371794871795,2262.153846153846,0
2262.153846153846,2273.9358974358975,0
2273.9358974358975,2285.7179487179487,0
2285.7179487179487,2297.5,0
2297.5,2309.2820512820513,0
2309.2820512820513,2321.0641025641025,0
2321.0641025641025,2332.846153846154,0
2332.846153846154,2344.628205128205,0
2344.628205128205,2356.4102564102564,0
2356.4102564102564,2368.1923076923076,1
2368.1923076923076,2379.9743589743593,0
2379.9743589743593,2391.7564102564106,1
2391.7564102564106,2403.538461538462,1
2403.538461538462,2415.320512820513,0
2415.320512820513,2427.1025641025644,1
2427.1025641025644,2438.8846153846157,0
2438.8846153846157,2450.666666666667,1
2450.666666666667,2462.4487179487182,0
2462.4487179487182,2474.2307692307695,1
2474.2307692307695,2486.012820512821,1
2486.012820512821,2497.794871794872,0
2497.794871794872,2509.5769230769233,0
2509.5769230769233,2521.3589743589746,0
2521.3589743589746,2533.141025641026,1
2533.141025641026,2544.923076923077,0
2544.923076923077,2556.7051282051284,0
2556.7051282051284,2568.4871794871797,0
2568.4871794871797,2580.269230769231,0
2580.269230769231,2592.051282051282,0
2592.051282051282,2603.8333333333335,0
2603.8333333333335,2615.6153846153848,0
2615.6153846153848,2627.397435897436,0
2627.397435897436,2639.1794871794873,0
2639.1794871794873,2650.9615384615386,0
2650.9615384615386,2662.74358974359,1
2662.74358974359,2674.525641025641,0
2674.525641025641,2686.3076923076924,0
2686.3076923076924,2698.0897435897436,0
2698.0897435897436,2709.871794871795,0
2709.871794871795,2721.653846153846,0
2721.653846153846,2733.4358974358975,0
2733.4358974358975,2745.2179487179487,2
2745.2179487179487,2757.0,0
2757.0,2768.7820512820513,0
2768.7820512820513,2780.5641025641025,0
2780.5641025641025,2792.346153846154,0
2792.346153846154,2804.1282051282055,0
2804.1282051282055,2815.910256410257,0
2815.910256410257,2827.692307692308,0
2827.692307692308,2839.4743589743593,0
2839.4743589743593,2851.2564102564106,0
2851.2564102564106,2863.038461538462,1
2863.038461538462,2874.820512820513,0
2874.820512820513,2886.6025641025644,0
2886.6025641025644,2898.3846153846157,0
2898.3846153846157,2910.166666666667,0
2910.166666666667,2921.9487179487182,0
2921.9487179487182,2933.7307692307695,0
2933.7307692307695,2945.512820512821,0
2945.512820512821,2957.294871794872,0
2957.294871794872,2969.0769230769233,0
2969.0769230769233,2980.8589743589746,0
2980.8589743589746,2992.641025641026,0
2992.641025641026,3004.423076923077,0
3004.423076923077,3016.2051282051284,0
3016.2051282051284,3027.9871794871797,0
3027.9871794871797,3039.769230769231,0
3039.769230769231,3051.551282051282,0
3051.551282051282,3063.3333333333335,0
3063.3333333333335,3075.1153846153848,0
3075.1153846153848,3086.897435897436,0
3086.897435897436,3098.6794871794873,0
3098.6794871794873,3110.4615384615386,0
3110.4615384615386,3122.24358974359,0
3122.24358974359,3134.025641025641,0
3134.025641025641,3145.8076923076924,0
3145.8076923076924,3157.5897435897436,0
3157.5897435897436,3169.371794871795,0
3169.371794871795,3181.153846153846,0
3181.153846153846,3192.9358974358975,0
3192.9358974358975,3204.7179487179487,0
3204.7179487179487,3216.5,0
3216.5,3228.2820512820513,0
3228.2820512820513,3240.064102564103,0
3240.064102564103,3251.8461538461543,0
3251.8461538461543,3263.6282051282055,0
3263.6282051282055,3275.410256410257,0
3275.410256410257,3287.192307692308,0
3287.192307692308,3298.9743589743593,0
3298.9743589743593,3310.7564102564106,0
3310.7564102564106,3322.538461538462,1
3322.538461538462,3334.320512820513,0
3334.320512820513,3346.1025641025644,1
3346.1025641025644,3357.8846153846157,0
3357.8846153846157,3369.666666666667,0
3369.666666666667,3381.4487179487182,0
3381.4487179487182,3393.2307692307695,0
3393.2307692307695,3405.012820512821,0
3405.012820512821,3416.794871794872,0
3416.794871794872,3428.5769230769233,0
3428.5769230769233,3440.3589743589746,0
3440.3589743589746,3452.141025641026,0
3452.141025641026,3463.923076923077,0
3463.923076923077,3475.7051282051284,0
3475.7051282051284,3487.4871794871797,0
3487.4871794871797,3499.269230769231,0
3499.269230769231,3511.051282051282,0
3511.051282051282,3522.8333333333335,0
3522.8333333333335,3534.6153846153848,0
3534.6153846153848,3546.397435897436,0
3546.397435897436,3558.1794871794873,0
3558.1794871794873,3569.9615384615386,0
3569.9615384615386,3581.74358974359,0
3581.74358974359,3593.525641025641,0
3593.525641025641,3605.3076923076924,0
3605.3076923076924,3617.0897435897436,0
3617.0897435897436,3628.871794871795,0
3628.871794871795,3640.653846153846,0
3640.653846153846,3652.4358974358975,0
3652.4358974358975,3664.217948717949,0
3664.217948717949,3676.0000000000005,1
3676.0000000000005,3687.7820512820517,0
3687.7820512820517,3699.564102564103,0
3699.564102564103,3711.3461538461543,0
3711.3461538461543,3723.1282051282055,0
3723.1282051282055,3734.910256410257,0
3734.910256410257,3746.692307692308,0
3746.692307692308,3758.4743589743593,0
3758.4743589743593,3770.2564102564106,0
3770.2564102564106,3782.038461538462,0
3782.038461538462,3793.820512820513,0
3793.820512820513,3805.6025641025644,0
3805.6025641025644,3817.3846153846157,0
3817.3846153846157,3829.166666666667,1
3829.166666666667,3840.9487179487182,0
3840.9487179487182,3852.7307692307695,0
3852.7307692307695,3864.512820512821,0
3864.512820512821,3876.294871794872,0
3876.294871794872,3888.0769230769233,0
3888.0769230769233,3899.8589743589746,0
3899.8589743589746,3911.641025641026,0
3911.641025641026,3923.423076923077,0
3923.423076923077,3935.2051282051284,0
3935.2051282051284,3946.9871794871797,0
3946.9871794871797,3958.769230769231,1
3958.769230769231,3970.551282051282,0
3970.551282051282,3982.3333333333335,0
3982.3333333333335,3994.1153846153848,0
3994.1153846153848,4005.897435897436,0
4005.897435897436,4017.6794871794873,0
4017.6794871794873,4029.4615384615386,0
4029.4615384615386,4041.24358974359,0
4041.24358974359,4053.025641025641,0
4053.025641025641,4064.8076923076924,0
4064.8076923076924,4076.5897435897436,0
4076.5897435897436,4088.371794871795,1
4088.371794871795,4100.153846153847,0
4100.153846153847,4111.9358974358975,0
4111.9358974358975,4123.717948717949,0
4123.717948717949,4135.5,0
4135.5,4147.282051282052,0
4147.282051282052,4159.0641025641025,0
4159.0641025641025,4170.846153846154,0
4170.846153846154,4182.628205128205,0
4182.628205128205,4194.410256410257,0
4194.410256410257,4206.192307692308,0
4206.192307692308,4217.974358974359,0
4217.974358974359,4229.75641025641,0
4229.75641025641,4241.538461538462,0
4241.538461538462,4253.320512820513,0
4253.320512820513,4265.102564102564,0
4265.102564102564,4276.884615384615,0
4276.884615384615,4288.666666666667,0
4288.666666666667,4300.448717948718,0
4300.448717948718,4312.2307692307695,0
4312.2307692307695,4324.012820512821,0
4324.012820512821,4335.794871794872,0
4335.794871794872,4347.576923076924,0
4347.576923076924,4359.358974358975,1
4359.358974358975,4371.141025641026,0
4371.141025641026,4382.923076923077,0
4382.923076923077,4394.705128205129,0
4394.705128205129,4406.48717948718,0
4406.48717948718,4418.269230769231,0
4418.269230769231,4430.051282051282,0
4430.051282051282,4441.833333333334,0
4441.833333333334,4453.615384615385,0
4453.615384615385,4465.3974358974365,0
4465.3974358974365,4477.179487179487,0
4477.179487179487,4488.961538461539,0
4488.961538461539,4500.74358974359,0
4500.74358974359,4512.525641025642,0
4512.525641025642,4524.307692307692,0
4524.307692307692,4536.089743589744,0
4536.089743589744,4547.871794871795,0
4547.871794871795,4559.653846153847,0
4559.653846153847,4571.4358974358975,0
4571.4358974358975,4583.217948717949,0
4583.217948717949,4595.0,0
4595.0,4606.782051282052,0
4606.782051282052,4618.5641025641025,0
4618.5641025641025,4630.346153846154,0
4630.346153846154,4642.128205128205,0
4642.128205128205,4653.910256410257,0
4653.910256410257,4665.692307692308,0
4665.692307692308,4677.474358974359,0
4677.474358974359,4689.25641025641,0
4689.25641025641,4701.038461538462,0
4701.038461538462,4712.820512820513,0
4712.820512820513,4724.602564102564,0
4724.602564102564,4736.384615384615,0
4736.384615384615,4748.166666666667,0
4748.166666666667,4759.948717948719,0
4759.948717948719,4771.7307692307695,0
4771.7307692307695,4783.512820512821,0
4783.512820512821,4795.294871794872,0
4795.294871794872,4807.076923076924,0
4807.076923076924,4818.858974358975,0
4818.858974358975,4830.641025641026,0
4830.641025641026,4842.423076923077,0
4842.423076923077,4854.205128205129,0
4854.205128205129,4865.98717948718,0
4865.98717948718,4877.769230769231,0
4877.769230769231,4889.551282051282,0
4889.551282051282,4901.333333333334,0
4901.333333333334,4913.115384615385,0
4913.115384615385,4924.8974358974365,0
4924.8974358974365,4936.679487179487,0
4936.679487179487,4948.461538461539,0
4948.461538461539,4960.24358974359,0
4960.24358974359,4972.025641025642,0
4972.025641025642,4983.807692307692,0
4983.807692307692,4995.589743589744,0
4995.589743589744,5007.371794871795,0
5007.371794871795,5019.153846153847,0
5019.153846153847,5030.9358974358975,0
5030.9358974358975,5042.717948717949,0
5042.717948717949,5054.5,0
5054.5,5066.282051282052,0
5066.282051282052,5078.0641025641025,0
5078.0641025641025,5089.846153846154,0
5089.846153846154,5101.628205128205,0
5101.628205128205,5113.410256410257,0
5113.410256410257,5125.192307692308,0
5125.192307692308,5136.974358974359,0
5136.974358974359,5148.75641025641,0
5148.75641025641,5160.538461538462,0
5160.538461538462,5172.320512820514,0
5172.320512820514,5184.102564102564,0
5184.102564102564,5195.884615384616,0
5195.884615384616,5207.666666666667,0
5207.666666666667,5219.448717948719,0
5219.448717948719,5231.2307692307695,0
5231.2307692307695,5243.012820512821,0
5243.012820512821,5254.794871794872,0
5254.794871794872,5266.576923076924,0
5266.576923076924,5278.358974358975,0
5278.358974358975,5290.141025641026,0
5290.141025641026,5301.923076923077,0
5301.923076923077,5313.705128205129,0
5313.705128205129,5325.48717948718,0
5325.48717948718,5337.269230769231,0
5337.269230769231,5349.051282051282,0
5349.051282051282,5360.833333333334,0
5360.833333333334,5372.615384615385,0
5372.615384615385,5384.3974358974365,0
5384.3974358974365,5396.179487179487,0
5396.179487179487,5407.961538461539,0
5407.961538461539,5419.74358974359,0
5419.74358974359,5431.525641025642,0
5431.525641025642,5443.307692307692,0
5443.307692307692,5455.089743589744,0
5455.089743589744,5466.871794871795,0
5466.871794871795,5478.653846153847,0
5478.653846153847,5490.4358974358975,0
5490.4358974358975,5502.217948717949,0
5502.217948717949,5514.000000001,1
